question,intent,answer
 ازاي اوصل الكهربا للشقة بدون ما اتصل بحد؟,Connecting_electric_current_to_residential_buildings_(electricity)_(electricity_platform),"{'custom': {'Answer': 'توصيل تيار كهربي للمباني السكنية (الكهرباء)\n \nتوصيل التيار الكهربائي للمباني السكنية الصادر لها موافقة من الحي المختص على التوصيل\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EIRB/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :هل العقار به تيار\nوحدات سكنية\nوحدات تجارية\nوحدات إدارية\nوحدات خدمات', 'Name': 'توصيل تيار كهربي للمباني السكنية (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل ينفع اوصل الكهربا للشقة بنفسي؟,Connecting_electric_current_to_residential_buildings_(electricity)_(electricity_platform),"{'custom': {'Answer': 'توصيل تيار كهربي للمباني السكنية (الكهرباء)\n \nتوصيل التيار الكهربائي للمباني السكنية الصادر لها موافقة من الحي المختص على التوصيل\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EIRB/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :هل العقار به تيار\nوحدات سكنية\nوحدات تجارية\nوحدات إدارية\nوحدات خدمات', 'Name': 'توصيل تيار كهربي للمباني السكنية (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ايه الأدوات اللي لازم اجيبها عشان اوصل الكهربا للشقة؟,Connecting_electric_current_to_residential_buildings_(electricity)_(electricity_platform),"{'custom': {'Answer': 'توصيل تيار كهربي للمباني السكنية (الكهرباء)\n \nتوصيل التيار الكهربائي للمباني السكنية الصادر لها موافقة من الحي المختص على التوصيل\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EIRB/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :هل العقار به تيار\nوحدات سكنية\nوحدات تجارية\nوحدات إدارية\nوحدات خدمات', 'Name': 'توصيل تيار كهربي للمباني السكنية (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل ينفع اوصل الكهربا للشقة بواسطة مولد كهربائي؟,Connecting_electric_current_to_residential_buildings_(electricity)_(electricity_platform),"{'custom': {'Answer': 'توصيل تيار كهربي للمباني السكنية (الكهرباء)\n \nتوصيل التيار الكهربائي للمباني السكنية الصادر لها موافقة من الحي المختص على التوصيل\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EIRB/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :هل العقار به تيار\nوحدات سكنية\nوحدات تجارية\nوحدات إدارية\nوحدات خدمات', 'Name': 'توصيل تيار كهربي للمباني السكنية (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ايه الإجراءات اللي لازم اعملها عشان اوصل الكهربا للشقة؟,Connecting_electric_current_to_residential_buildings_(electricity)_(electricity_platform),"{'custom': {'Answer': 'توصيل تيار كهربي للمباني السكنية (الكهرباء)\n \nتوصيل التيار الكهربائي للمباني السكنية الصادر لها موافقة من الحي المختص على التوصيل\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EIRB/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :هل العقار به تيار\nوحدات سكنية\nوحدات تجارية\nوحدات إدارية\nوحدات خدمات', 'Name': 'توصيل تيار كهربي للمباني السكنية (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل لازم ادفع فلوس اضافية عشان اوصل الكهربا للشقة؟,Connecting_electric_current_to_residential_buildings_(electricity)_(electricity_platform),"{'custom': {'Answer': 'توصيل تيار كهربي للمباني السكنية (الكهرباء)\n \nتوصيل التيار الكهربائي للمباني السكنية الصادر لها موافقة من الحي المختص على التوصيل\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EIRB/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :هل العقار به تيار\nوحدات سكنية\nوحدات تجارية\nوحدات إدارية\nوحدات خدمات', 'Name': 'توصيل تيار كهربي للمباني السكنية (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 توصيل تيار كهربي للمباني السكنية في الكهرباء,Connecting_electric_current_to_residential_buildings_(electricity)_(electricity_platform),"{'custom': {'Answer': 'توصيل تيار كهربي للمباني السكنية (الكهرباء)\n \nتوصيل التيار الكهربائي للمباني السكنية الصادر لها موافقة من الحي المختص على التوصيل\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EIRB/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :هل العقار به تيار\nوحدات سكنية\nوحدات تجارية\nوحدات إدارية\nوحدات خدمات', 'Name': 'توصيل تيار كهربي للمباني السكنية (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 كيف يمكنني تقديم شكوى بخصوص عطل في الكهرباء؟,Malfunctions_and_complaints_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الأعطال والشكاوي (الكهرباء)\n \nخدمة الأعطال والشكاوي\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EMAC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع البلاغ\nوصف البلاغ\nاسم العميل\nرقم المحمول\nالخط الأرضي\nرقم آخر\nالبريد الإلكتروني\nالرقم القومي\nالعنوان\nالمحافظة\nالمنطقة', 'Name': 'خدمة الأعطال والشكاوي (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ما هي الخطوات اللازمة لإصلاح عطل في الكهرباء؟,Malfunctions_and_complaints_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الأعطال والشكاوي (الكهرباء)\n \nخدمة الأعطال والشكاوي\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EMAC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع البلاغ\nوصف البلاغ\nاسم العميل\nرقم المحمول\nالخط الأرضي\nرقم آخر\nالبريد الإلكتروني\nالرقم القومي\nالعنوان\nالمحافظة\nالمنطقة', 'Name': 'خدمة الأعطال والشكاوي (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني تقديم شكوى عبر الإنترنت بخصوص عطل في الكهرباء؟,Malfunctions_and_complaints_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الأعطال والشكاوي (الكهرباء)\n \nخدمة الأعطال والشكاوي\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EMAC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع البلاغ\nوصف البلاغ\nاسم العميل\nرقم المحمول\nالخط الأرضي\nرقم آخر\nالبريد الإلكتروني\nالرقم القومي\nالعنوان\nالمحافظة\nالمنطقة', 'Name': 'خدمة الأعطال والشكاوي (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ما هي الأوراق المطلوبة لتقديم شكوى بخصوص عطل في الكهرباء؟,Malfunctions_and_complaints_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الأعطال والشكاوي (الكهرباء)\n \nخدمة الأعطال والشكاوي\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EMAC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع البلاغ\nوصف البلاغ\nاسم العميل\nرقم المحمول\nالخط الأرضي\nرقم آخر\nالبريد الإلكتروني\nالرقم القومي\nالعنوان\nالمحافظة\nالمنطقة', 'Name': 'خدمة الأعطال والشكاوي (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني الإبلاغ عن عطل في الكهرباء عبر الهاتف؟,Malfunctions_and_complaints_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الأعطال والشكاوي (الكهرباء)\n \nخدمة الأعطال والشكاوي\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EMAC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع البلاغ\nوصف البلاغ\nاسم العميل\nرقم المحمول\nالخط الأرضي\nرقم آخر\nالبريد الإلكتروني\nالرقم القومي\nالعنوان\nالمحافظة\nالمنطقة', 'Name': 'خدمة الأعطال والشكاوي (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ما هي الخطوات التي يجب اتباعها لتقديم شكوى بخصوص عطل في الكهرباء؟,Malfunctions_and_complaints_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الأعطال والشكاوي (الكهرباء)\n \nخدمة الأعطال والشكاوي\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EMAC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع البلاغ\nوصف البلاغ\nاسم العميل\nرقم المحمول\nالخط الأرضي\nرقم آخر\nالبريد الإلكتروني\nالرقم القومي\nالعنوان\nالمحافظة\nالمنطقة', 'Name': 'خدمة الأعطال والشكاوي (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني تقديم شكوى بخصوص عطل في الكهرباء في أي وقت من اليوم؟,Malfunctions_and_complaints_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الأعطال والشكاوي (الكهرباء)\n \nخدمة الأعطال والشكاوي\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EMAC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع البلاغ\nوصف البلاغ\nاسم العميل\nرقم المحمول\nالخط الأرضي\nرقم آخر\nالبريد الإلكتروني\nالرقم القومي\nالعنوان\nالمحافظة\nالمنطقة', 'Name': 'خدمة الأعطال والشكاوي (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ما هي الخدمات المتاحة لتقديم شكوى بخصوص عطل في الكهرباء؟,Malfunctions_and_complaints_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الأعطال والشكاوي (الكهرباء)\n \nخدمة الأعطال والشكاوي\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EMAC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع البلاغ\nوصف البلاغ\nاسم العميل\nرقم المحمول\nالخط الأرضي\nرقم آخر\nالبريد الإلكتروني\nالرقم القومي\nالعنوان\nالمحافظة\nالمنطقة', 'Name': 'خدمة الأعطال والشكاوي (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني تقديم شكوى بخصوص عطل في الكهرباء عبر البريد الإلكتروني؟,Malfunctions_and_complaints_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الأعطال والشكاوي (الكهرباء)\n \nخدمة الأعطال والشكاوي\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EMAC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع البلاغ\nوصف البلاغ\nاسم العميل\nرقم المحمول\nالخط الأرضي\nرقم آخر\nالبريد الإلكتروني\nالرقم القومي\nالعنوان\nالمحافظة\nالمنطقة', 'Name': 'خدمة الأعطال والشكاوي (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ما هي الخطوات التي يجب اتباعها لإصلاح عطل في الكهرباء؟,Malfunctions_and_complaints_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الأعطال والشكاوي (الكهرباء)\n \nخدمة الأعطال والشكاوي\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EMAC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع البلاغ\nوصف البلاغ\nاسم العميل\nرقم المحمول\nالخط الأرضي\nرقم آخر\nالبريد الإلكتروني\nالرقم القومي\nالعنوان\nالمحافظة\nالمنطقة', 'Name': 'خدمة الأعطال والشكاوي (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي اقدر ابلغ عن عطل في الكهربا يا برنس؟,Malfunctions_and_complaints_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الأعطال والشكاوي (الكهرباء)\n \nخدمة الأعطال والشكاوي\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EMAC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع البلاغ\nوصف البلاغ\nاسم العميل\nرقم المحمول\nالخط الأرضي\nرقم آخر\nالبريد الإلكتروني\nالرقم القومي\nالعنوان\nالمحافظة\nالمنطقة', 'Name': 'خدمة الأعطال والشكاوي (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل ينفع ابلغ عن عطل في الكهربا من غير ما اتصل بيهم؟,Malfunctions_and_complaints_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الأعطال والشكاوي (الكهرباء)\n \nخدمة الأعطال والشكاوي\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EMAC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع البلاغ\nوصف البلاغ\nاسم العميل\nرقم المحمول\nالخط الأرضي\nرقم آخر\nالبريد الإلكتروني\nالرقم القومي\nالعنوان\nالمحافظة\nالمنطقة', 'Name': 'خدمة الأعطال والشكاوي (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي اقدر اعرف ايه الاوراق اللي محتاجها عشان ابلغ عن عطل في الكهربا؟,Malfunctions_and_complaints_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الأعطال والشكاوي (الكهرباء)\n \nخدمة الأعطال والشكاوي\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EMAC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع البلاغ\nوصف البلاغ\nاسم العميل\nرقم المحمول\nالخط الأرضي\nرقم آخر\nالبريد الإلكتروني\nالرقم القومي\nالعنوان\nالمحافظة\nالمنطقة', 'Name': 'خدمة الأعطال والشكاوي (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي اقدر اعرف ايه الخدمات اللي متاحة عشان ابلغ عن عطل في الكهربا؟,Malfunctions_and_complaints_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الأعطال والشكاوي (الكهرباء)\n \nخدمة الأعطال والشكاوي\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EMAC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع البلاغ\nوصف البلاغ\nاسم العميل\nرقم المحمول\nالخط الأرضي\nرقم آخر\nالبريد الإلكتروني\nالرقم القومي\nالعنوان\nالمحافظة\nالمنطقة', 'Name': 'خدمة الأعطال والشكاوي (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل ينفع ابلغ عن عطل في الكهربا عن طريق الواتساب؟,Malfunctions_and_complaints_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الأعطال والشكاوي (الكهرباء)\n \nخدمة الأعطال والشكاوي\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EMAC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع البلاغ\nوصف البلاغ\nاسم العميل\nرقم المحمول\nالخط الأرضي\nرقم آخر\nالبريد الإلكتروني\nالرقم القومي\nالعنوان\nالمحافظة\nالمنطقة', 'Name': 'خدمة الأعطال والشكاوي (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي اقدر اعرف ايه الخطوات اللي لازم اعملها عشان ابلغ عن عطل في الكهربا؟,Malfunctions_and_complaints_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الأعطال والشكاوي (الكهرباء)\n \nخدمة الأعطال والشكاوي\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EMAC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع البلاغ\nوصف البلاغ\nاسم العميل\nرقم المحمول\nالخط الأرضي\nرقم آخر\nالبريد الإلكتروني\nالرقم القومي\nالعنوان\nالمحافظة\nالمنطقة', 'Name': 'خدمة الأعطال والشكاوي (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل ينفع ابلغ عن عطل في الكهربا في اي وقت من النهار؟,Malfunctions_and_complaints_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الأعطال والشكاوي (الكهرباء)\n \nخدمة الأعطال والشكاوي\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EMAC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع البلاغ\nوصف البلاغ\nاسم العميل\nرقم المحمول\nالخط الأرضي\nرقم آخر\nالبريد الإلكتروني\nالرقم القومي\nالعنوان\nالمحافظة\nالمنطقة', 'Name': 'خدمة الأعطال والشكاوي (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي اقدر اعرف ايه الخدمات اللي متاحة عشان اصلح عطل في الكهربا؟,Malfunctions_and_complaints_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الأعطال والشكاوي (الكهرباء)\n \nخدمة الأعطال والشكاوي\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EMAC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع البلاغ\nوصف البلاغ\nاسم العميل\nرقم المحمول\nالخط الأرضي\nرقم آخر\nالبريد الإلكتروني\nالرقم القومي\nالعنوان\nالمحافظة\nالمنطقة', 'Name': 'خدمة الأعطال والشكاوي (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل ينفع ابلغ عن عطل في الكهربا عن طريق الفيس بوك؟,Malfunctions_and_complaints_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الأعطال والشكاوي (الكهرباء)\n \nخدمة الأعطال والشكاوي\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EMAC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع البلاغ\nوصف البلاغ\nاسم العميل\nرقم المحمول\nالخط الأرضي\nرقم آخر\nالبريد الإلكتروني\nالرقم القومي\nالعنوان\nالمحافظة\nالمنطقة', 'Name': 'خدمة الأعطال والشكاوي (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي اقدر اعرف ايه الخطوات اللي لازم اعملها عشان اصلح عطل في الكهربا؟,Malfunctions_and_complaints_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الأعطال والشكاوي (الكهرباء)\n \nخدمة الأعطال والشكاوي\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EMAC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع البلاغ\nوصف البلاغ\nاسم العميل\nرقم المحمول\nالخط الأرضي\nرقم آخر\nالبريد الإلكتروني\nالرقم القومي\nالعنوان\nالمحافظة\nالمنطقة', 'Name': 'خدمة الأعطال والشكاوي (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 خدمة الأعطال والشكاوي في الكهرباء,Malfunctions_and_complaints_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الأعطال والشكاوي (الكهرباء)\n \nخدمة الأعطال والشكاوي\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EMAC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع البلاغ\nوصف البلاغ\nاسم العميل\nرقم المحمول\nالخط الأرضي\nرقم آخر\nالبريد الإلكتروني\nالرقم القومي\nالعنوان\nالمحافظة\nالمنطقة', 'Name': 'خدمة الأعطال والشكاوي (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 كيف يمكنني توصيل التيار الكهربائي لمشروعي الصغير؟,Connecting_electric_current_to_investment_facilities_and_small_and_medium_enterprises_(electricity)_(electricity_platform),"{'custom': {'Answer': 'توصيل التيار الكهربائي للمنشآت الاستثمارية والمشروعات الصغيرة والمتوسطة (الكهرباء)\n \nتوصيل التيار الكهربائي للمنشآت الاستثمارية والمشروعات الصغيرة والمتوسطة\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EIIB/add\n \nالمستندات المطلوبة :صورة للعقار من الخارج\nصورة من بطاقة الرقم القومي / جواز السفر\nصورة الترخيص\n \nالمتطلبات :الرقم القومي\nاسم مقدم الطلب\nعنوان تركيب العداد\nالمحافظة\nالمنطقة\nرقم المحمول\nرقم محمول آخر\nرقم العقار\nالقدرة المطلوبة (كيلو فولت أمبير)\nنوع الوحدة\nوحدات تجارية\nوحدات إدارية\nوحدات خدمات\nعقد الملكية\nالموافقات\nرقم الترخيص\nجهة الموافقة\nاسم جهة الموافقة المصدرة للقرار\nالرقم  الضريبي\nصفة مقدم الطلب\nمكان العقار', 'Name': 'توصيل التيار الكهربائي للمنشآت الاستثمارية والمشروعات الصغيرة والمتوسطة (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ما هي الخطوات اللازمة لتوصيل التيار الكهربائي للمنشأة الاستثمارية؟,Connecting_electric_current_to_investment_facilities_and_small_and_medium_enterprises_(electricity)_(electricity_platform),"{'custom': {'Answer': 'توصيل التيار الكهربائي للمنشآت الاستثمارية والمشروعات الصغيرة والمتوسطة (الكهرباء)\n \nتوصيل التيار الكهربائي للمنشآت الاستثمارية والمشروعات الصغيرة والمتوسطة\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EIIB/add\n \nالمستندات المطلوبة :صورة للعقار من الخارج\nصورة من بطاقة الرقم القومي / جواز السفر\nصورة الترخيص\n \nالمتطلبات :الرقم القومي\nاسم مقدم الطلب\nعنوان تركيب العداد\nالمحافظة\nالمنطقة\nرقم المحمول\nرقم محمول آخر\nرقم العقار\nالقدرة المطلوبة (كيلو فولت أمبير)\nنوع الوحدة\nوحدات تجارية\nوحدات إدارية\nوحدات خدمات\nعقد الملكية\nالموافقات\nرقم الترخيص\nجهة الموافقة\nاسم جهة الموافقة المصدرة للقرار\nالرقم  الضريبي\nصفة مقدم الطلب\nمكان العقار', 'Name': 'توصيل التيار الكهربائي للمنشآت الاستثمارية والمشروعات الصغيرة والمتوسطة (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني توصيل التيار الكهربائي لمشروعي الصغير بنفسي؟,Connecting_electric_current_to_investment_facilities_and_small_and_medium_enterprises_(electricity)_(electricity_platform),"{'custom': {'Answer': 'توصيل التيار الكهربائي للمنشآت الاستثمارية والمشروعات الصغيرة والمتوسطة (الكهرباء)\n \nتوصيل التيار الكهربائي للمنشآت الاستثمارية والمشروعات الصغيرة والمتوسطة\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EIIB/add\n \nالمستندات المطلوبة :صورة للعقار من الخارج\nصورة من بطاقة الرقم القومي / جواز السفر\nصورة الترخيص\n \nالمتطلبات :الرقم القومي\nاسم مقدم الطلب\nعنوان تركيب العداد\nالمحافظة\nالمنطقة\nرقم المحمول\nرقم محمول آخر\nرقم العقار\nالقدرة المطلوبة (كيلو فولت أمبير)\nنوع الوحدة\nوحدات تجارية\nوحدات إدارية\nوحدات خدمات\nعقد الملكية\nالموافقات\nرقم الترخيص\nجهة الموافقة\nاسم جهة الموافقة المصدرة للقرار\nالرقم  الضريبي\nصفة مقدم الطلب\nمكان العقار', 'Name': 'توصيل التيار الكهربائي للمنشآت الاستثمارية والمشروعات الصغيرة والمتوسطة (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ما هي المتطلبات اللازمة لتوصيل التيار الكهربائي للمشروع الصغير؟,Connecting_electric_current_to_investment_facilities_and_small_and_medium_enterprises_(electricity)_(electricity_platform),"{'custom': {'Answer': 'توصيل التيار الكهربائي للمنشآت الاستثمارية والمشروعات الصغيرة والمتوسطة (الكهرباء)\n \nتوصيل التيار الكهربائي للمنشآت الاستثمارية والمشروعات الصغيرة والمتوسطة\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EIIB/add\n \nالمستندات المطلوبة :صورة للعقار من الخارج\nصورة من بطاقة الرقم القومي / جواز السفر\nصورة الترخيص\n \nالمتطلبات :الرقم القومي\nاسم مقدم الطلب\nعنوان تركيب العداد\nالمحافظة\nالمنطقة\nرقم المحمول\nرقم محمول آخر\nرقم العقار\nالقدرة المطلوبة (كيلو فولت أمبير)\nنوع الوحدة\nوحدات تجارية\nوحدات إدارية\nوحدات خدمات\nعقد الملكية\nالموافقات\nرقم الترخيص\nجهة الموافقة\nاسم جهة الموافقة المصدرة للقرار\nالرقم  الضريبي\nصفة مقدم الطلب\nمكان العقار', 'Name': 'توصيل التيار الكهربائي للمنشآت الاستثمارية والمشروعات الصغيرة والمتوسطة (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني الحصول على دعم لتوصيل التيار الكهربائي لمشروعي الصغير؟,Connecting_electric_current_to_investment_facilities_and_small_and_medium_enterprises_(electricity)_(electricity_platform),"{'custom': {'Answer': 'توصيل التيار الكهربائي للمنشآت الاستثمارية والمشروعات الصغيرة والمتوسطة (الكهرباء)\n \nتوصيل التيار الكهربائي للمنشآت الاستثمارية والمشروعات الصغيرة والمتوسطة\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EIIB/add\n \nالمستندات المطلوبة :صورة للعقار من الخارج\nصورة من بطاقة الرقم القومي / جواز السفر\nصورة الترخيص\n \nالمتطلبات :الرقم القومي\nاسم مقدم الطلب\nعنوان تركيب العداد\nالمحافظة\nالمنطقة\nرقم المحمول\nرقم محمول آخر\nرقم العقار\nالقدرة المطلوبة (كيلو فولت أمبير)\nنوع الوحدة\nوحدات تجارية\nوحدات إدارية\nوحدات خدمات\nعقد الملكية\nالموافقات\nرقم الترخيص\nجهة الموافقة\nاسم جهة الموافقة المصدرة للقرار\nالرقم  الضريبي\nصفة مقدم الطلب\nمكان العقار', 'Name': 'توصيل التيار الكهربائي للمنشآت الاستثمارية والمشروعات الصغيرة والمتوسطة (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ما هي الأوراق المطلوبة لتوصيل التيار الكهربائي للمشروع الصغير؟,Connecting_electric_current_to_investment_facilities_and_small_and_medium_enterprises_(electricity)_(electricity_platform),"{'custom': {'Answer': 'توصيل التيار الكهربائي للمنشآت الاستثمارية والمشروعات الصغيرة والمتوسطة (الكهرباء)\n \nتوصيل التيار الكهربائي للمنشآت الاستثمارية والمشروعات الصغيرة والمتوسطة\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/EIIB/add\n \nالمستندات المطلوبة :صورة للعقار من الخارج\nصورة من بطاقة الرقم القومي / جواز السفر\nصورة الترخيص\n \nالمتطلبات :الرقم القومي\nاسم مقدم الطلب\nعنوان تركيب العداد\nالمحافظة\nالمنطقة\nرقم المحمول\nرقم محمول آخر\nرقم العقار\nالقدرة المطلوبة (كيلو فولت أمبير)\nنوع الوحدة\nوحدات تجارية\nوحدات إدارية\nوحدات خدمات\nعقد الملكية\nالموافقات\nرقم الترخيص\nجهة الموافقة\nاسم جهة الموافقة المصدرة للقرار\nالرقم  الضريبي\nصفة مقدم الطلب\nمكان العقار', 'Name': 'توصيل التيار الكهربائي للمنشآت الاستثمارية والمشروعات الصغيرة والمتوسطة (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
